,region_center_ap,region_id,survival_days,sex,paxinos_flatmap_x,id,display_name,title,section,case_id,section_y,section_x,status,a,region_name,memo,hemisphere,injection_id,flatmap_y,flatmap_x,dob,h,region,l,case_memo,paxinos_flatmap_y,action,perfusion_date,injection_date,tracer
78,-12.5,2663,15.0,F,,234,CJ195,cj195-ctbgr-r11d,r11d,CJ195,5.509968,2.960989,Hidden,11.5,Area 24b of cortex,"A small injection if CTB-green was placed in areas 24c and 24d. This resulted in few labeled neurones, and inconclusive results.",L,CJ195-CTBgr,-9.66744041442871,-10.6072626113892,2015-01-16,13.65,A24b,0.2,"This animal had 3 tracer injections along the midline cortex. Histology suffered from damage to the ventral temporal lobe incurred during tissue processing, and several sections (c20b to r16a) are fragmented and/ or have missing parts in this region. Fortunately there was no evidence of  labeled neurones in the neighbourhood of the damage, or in the fragments preserved, so results are likely not affected by this mishap.",,https://www.marmosetbrain.org/goto/CJ195/r11d/2.960989/5.509968/3,2018-08-29,2018-08-14,CTBgr
79,-12.5,2679,18.0,F,,139,CJ116,cj116-fe-r18a,r18a,CJ116,9.935303,19.345474,Active,0.0,"Area 6 of cortex, ventral, part a",The FE injection was published as case 2 in the paper by Burman et al. 2015 (J Comp Neurol 523:1222–1247).,R,CJ116-FE,-0.82541286945343,-11.0508937835693,2007-12-27,4.6,A6Va,10.7,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ116/r18a/19.345474/9.935303/3,2011-03-11,2011-02-21,FE
80,-12.0,2678,17.0,F,,62,CJ164,cj164-ctbgr-r10c,r10c,CJ164,5.686565,2.51893,Active,12.7,"Area 6 of cortex, medial (supplementary motor) part","CTB (green) injection was restricted to the rostral part of area 6M (supplementary motor). The pattern of label differs somewhat from more caudal injections assigned to area 6M, but lacks the projections from superior temporal cortex that are observed following injections in area 8b.",L,CJ164-CTBgr,-7.63990688323975,-11.1654109954834,2014-05-25,15.5,A6M,0.8,This animal had 3 good injections in the medial frontal cortex,,https://www.marmosetbrain.org/goto/CJ164/r10c/2.51893/5.686565/3,2015-12-10,2015-11-23,CTBgr
81,-12.0,2678,17.0,M,,101,CJ170,cj170-dy-r9d,r9d,CJ170,3.60393,2.792098,Active,12.55,"Area 6 of cortex, medial (supplementary motor) part",The DY injection was restricted to the medial premotor cortex (area 6M).,R,CJ170-DY,-7.6312255859375,-11.0342864990234,2014-02-07,15.8,A6M,0.7,This animal had 4 injections of tracers in part of the somatosensory and motor complex of areas. The histology presented here uses the cytochrome oxidase stain.,,https://www.marmosetbrain.org/goto/CJ170/r9d/2.792098/3.60393/3,2016-06-02,2016-05-16,DY
82,-12.0,2678,17.0,M,,34,CJ113,cj113-fe-r19a,r19a,CJ113,8.121274,14.856582,Active,12.5,"Area 6 of cortex, medial (supplementary motor) part",FE injection in area 6M (supplementary motor).,L,CJ113-FE,-7.69643592834473,-10.4758644104004,2007-06-26,15.9,A6M,0.85,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ113/r19a/14.856582/8.121274/3,2010-09-10,2010-08-24,FE
83,-12.0,2678,17.0,F,,196,CJ163L,cj163-fb-r20a,r20a,CJ163,6.946163,13.980282,Active,12.4,"Area 6 of cortex, medial (supplementary motor) part","FB injection in area 6M, with the halo slightly invading areas 24c/d.",L,CJ163L-FB,-7.37301921844482,-10.9623975753784,2014-04-06,15.3,A6M,1.6,"This animal had 4 injections in the medial frontal lobe: FB and DY in the left hemisphere and CTB (red and green) in the right. The injections reconstructed here are the FB and DY (images were flipped so injections appear on the right, to facilitate comparison with other cars). 

This animal also underwent electrophysiological recordings in extrastriate cortex. This resulted in some herniation and electrode tracks, visible for example in the neighbourhood of section c26b.
",,https://www.marmosetbrain.org/goto/CJ163/r20a/13.980282/6.946163/3,2015-11-19,2015-11-02,FB
84,-12.0,2678,14.0,F,,19,CJ94,cj94-fb-r21b,r21b,CJ94,3.926891,14.266991,Active,11.9,"Area 6 of cortex, medial (supplementary motor) part",FB injection in the caudal part of area 6M (supplementary motor),R,CJ94-FB,-7.61863851547241,-10.0079193115234,2005-12-06,16.2074,A6M,1.300001308,Animal with multiple injections in the caudal part of the frontal lobe.,,https://www.marmosetbrain.org/goto/CJ94/r21b/14.266991/3.926891/3,2009-03-17,2009-03-03,FB
85,-11.5,2676,17.0,M,,32,CJ112,cj112-fe-r20a,r20a,CJ112,7.725009,16.436793,Active,12.15,"Area 6 of cortex, dorsocaudal part",FE injection published as case 7 in Burman et al. 2014  (J Comp Neurol. 522:3683–3716). CARET reconstruction illustrated in Figure 15A of this paper.,L,CJ112-FE,-5.87673282623291,-9.54168605804443,2007-06-26,15.3,A6DC,3.3,"Note: injections were in left hemisphere, images are flipped for consistency with other cases.",,https://www.marmosetbrain.org/goto/CJ112/r20a/16.436793/7.725009/3,2010-08-13,2010-07-27,FE
86,-11.5,2676,17.0,F,,133,CJ115,cj115-fe-r19b,r19b,CJ115,9.484712,15.209588,Active,12.0,"Area 6 of cortex, dorsocaudal part",The FE injection was located in the dorsal part of area 6DC. A computerised reconstruction with expert assessment of histological boundaries was published as case 8 in Burman et al. (2014; J Comp Neurol 522:3683–3716).,R,CJ115-FE,-5.55336618423462,-9.91002941131592,2007-12-24,15.6,A6DC,3.3,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ115/r19b/15.209588/9.484712/3,2010-12-10,2010-11-23,FE
87,-11.5,2676,17.0,F,,119,CJ123,cj123-fr-r21a,r21a,CJ123,6.876322,18.583762,Active,11.6,"Area 6 of cortex, dorsocaudal part",The FR injection in area 6DC appeared in the paper by Burman et al. 2014 (J Comp Neurol 522:3683–3716) as case 9 (Fig. 9C),R,CJ123-FR,-4.81572198867798,-9.46869468688965,2007-02-09,15.1,A6DC,3.9,"This animal had 2 injections (FR and FE) in subdivisions of the caudal frontal cortex, centred on subdivisions of the premotor cortex.",,https://www.marmosetbrain.org/goto/CJ123/r21a/18.583762/6.876322/3,2011-10-21,2011-10-04,FR
88,-11.5,2676,17.0,M,,29,CJ111,cj111-fr-r21b,r21b,CJ111,6.877631,17.539583,Active,11.0,"Area 6 of cortex, dorsocaudal part","FR injection near the dorsal limit of area 6DC. This injection site consisted of 3 needle tracks with tracer deposited along each. This case was presented as case 10 in Burman et al. 2014 (J Comp Neurol. 522:3683–3716), with manual reconstruction of data appearing in Figures 13 and 14.",L,CJ111-FR,-4.88843059539795,-9.132737159729,2007-06-17,14.8,A6DC,3.9,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ111/r21b/17.539583/6.877631/3,2010-07-30,2010-07-13,FR
89,-11.0,2675,17.0,F,,132,CJ115,cj115-fr-r20b,r20b,CJ115,10.327231,18.865335,Active,11.6,"Area 4 of cortex, part c (primary motor)",The FR injection was placed in the head representation of  primary motor cortex (cytoarchitectural area 4c). A computerised reconstruction incorporating expert-assessed area borders was published as case 9 in the study by Burman et al. 2014 (J Comp Neurol 522: 811–843). ,R,CJ115-FR,-0.89985054731369,-10.0525236129761,2007-12-24,12.8,A4c,7.12,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ115/r20b/18.865335/10.327231/3,2010-12-10,2010-11-23,FR
90,-11.0,2665,16.0,F,,77,CJ167,cj167-ctbgr-r12a,r12a,CJ167,3.026366,3.162117,Active,10.5,Area 24d of cortex,"An elongated injection of CTBgreen was placed along the midline, involving primarily area 24d but with invasion of adjacent area 24c and  possibly the most medial part of the primary motor cortex.",R,CJ167-CTBgr,-8.53865718841553,-8.85068130493164,2014-02-05,15.5,A24d,0.5,"This animal had 4 effective injections in the motor/ premotor complex of areas, all including the midline. Histology was done using a neuron-specific (NeuN) staining instead of Nissl. The results were rather pleasing.",,https://www.marmosetbrain.org/goto/CJ167/r12a/3.162117/3.026366/3,2016-05-11,2016-04-26,CTBgr
91,-11.0,2665,16.0,F,,78,CJ167,cj167-fb-r13b,r13b,CJ167,3.07883,2.694762,Active,9.5,Area 24d of cortex,"The FB injection was very small, and restricted to a subdivision of the medial motor cortex (area 24d)",R,CJ167-FB,-8.59341907501221,-7.97188806533813,2014-02-05,15.7,A24d,0.6,"This animal had 4 effective injections in the motor/ premotor complex of areas, all including the midline. Histology was done using a neuron-specific (NeuN) staining instead of Nissl. The results were rather pleasing.",,https://www.marmosetbrain.org/goto/CJ167/r13b/2.694762/3.07883/3,2016-05-11,2016-04-26,FB
92,-11.0,2665,15.0,F,,232,CJ195,cj195-fb-r15a,r15a,CJ195,3.155468,1.834048,Hidden,9.1,Area 24d of cortex,"The FB injection involved the most medial part of the primary motor cortex (cytoarchitectural area 4a/b of Burman et al. 2008 J Comp Neurol 506: 860-876), but crossed significantly into area 24d of the cingulate motor cortex. The pattern of label indicates that the injection primarily involved representations of the hindlimb and trunk. Involvement of area 24d is confirmed by the presence of label in prefrontal cortex (with emphasis on area 8aD; see also Bakola et al. Cereb Cortex 2021; https://doi.org/10.1093/cercor/bhab193).",L,CJ195-FB,-8.62464141845703,-7.18637800216675,2015-01-16,16.4,A24d,0.25,"This animal had 3 tracer injections along the midline cortex. Histology suffered from damage to the ventral temporal lobe incurred during tissue processing, and several sections (c20b to r16a) are fragmented and/ or have missing parts in this region. Fortunately there was no evidence of  labeled neurones in the neighbourhood of the damage, or in the fragments preserved, so results are likely not affected by this mishap.",,https://www.marmosetbrain.org/goto/CJ195/r15a/1.834048/3.155468/3,2018-08-29,2018-08-14,FB
93,-11.0,2665,16.0,F,,76,CJ167,cj167-fr-r14c,r14c,CJ167,3.273963,2.425374,Active,8.6,Area 24d of cortex,"The FR injection was very restricted, and centred in area 24d. It may have extended into adjacent areas 23 and the medial part of the primary motor cortex, but this appears minimal.",R,CJ167-FR,-8.71931457519531,-6.96969747543335,2014-02-05,16.2,A24d,0.7,"This animal had 4 effective injections in the motor/ premotor complex of areas, all including the midline. Histology was done using a neuron-specific (NeuN) staining instead of Nissl. The results were rather pleasing.",,https://www.marmosetbrain.org/goto/CJ167/r14c/2.425374/3.273963/3,2016-05-11,2016-04-26,FR
94,-10.5,2760,,F,-9.0,251,NM10,nm10-fe-r1a,r1a,NM10,,,Hidden,0.0,Amygdalopiriform transition area,,L,NM10-FE,13.74495,-2.6435,2020-04-10,0.0,APir,0.0,,18.0,https://www.marmosetbrain.org/section/15567,2020-12-01,2020-11-19,FE
95,-10.0,2698,,M,-7.66,328,CJ209,cj209-dy-r22a,r22a,CJ209,11.760196,21.268243,Hidden,11.061,"Auditory cortex, rostrotemporal lateral area","The DY injection was well centred in rostral auditory belt area RTL, with possible minimal invasion of core area RT and the superior temporal rostral auditory association cortex (STR). The injection included most layers but seems to avoid layer 6.",L,CJ209-DY,6.16111346510319,-7.01095880399345,2015-10-16,6.805,AuRTL,10.412,This animal had 4 effective injections. The CTB green injection invaded the white matter and possibly one of the small islands near the caudal end of the caudate nucleus.,7.580000000000002,https://www.marmosetbrain.org/goto/CJ209/r22a/21.268243/11.760196/3,2020-10-27,2020-10-13,DY
96,-10.0,2684,15.0,F,,177,CJ102,cj102x-dy-r12b,r12b,CJ102X,7.706625,9.791924,Active,11.0,Area 3b of cortex (somatosensory),This animal had a single effective injection (DY) in the representation of the face/ oral structures of primary somatosensory cortex. The injection site most likely crossed  from area 3b to area 1/2.,L,CJ102-DY,0.796567618846893,-9.53235244750977,2005-10-18,11.7,A3b,8.9,This case yielded a single useful injection (DY). Other injections did not result in transport.,,https://www.marmosetbrain.org/goto/CJ102X/r12b/9.791924/7.706625/3,2009-10-30,2009-10-15,DY
97,-10.0,2684,17.0,M,,131,CJ114,cj114-fe-r25a,r25a,CJ114,8.37848,21.114705,Active,10.5,Area 3b of cortex (somatosensory),"A small FE injection was located in the primary somatosensory cortex (area 3b), mainly in the supra granular layers.",R,CJ114-FE,0.367432147264481,-9.43049430847168,2007-07-05,12.0,A3b,8.15,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ114/r25a/21.114705/8.37848/3,2010-11-05,2010-10-19,FE
98,-10.0,2698,17.0,F,-7.21317604064941,208,CJ187,cj187-ctbgr-r12c,r12c,CJ187,11.282434,11.380206,Hidden,10.3,"Auditory cortex, rostrotemporal lateral area","The CTBgreen injection was placed on the lateral surface of the rostral temporal lobe, crossing from parts of the lateral belt (area RTL) into the rostral parabelt. This injection resulted in fewer labeled neurones, in comparison with CTBred, resulting in sparser label patterns. This may be explainable by the fact that this injection followed a trajectory largely parallel to layer 4, and did not involve infra granular layers. Nonetheless, the long-range extrinsic connections to these injections revealed by these two injections originated in overlapping regions  (e.g. in the medial part of frontopolar area 10).",L,CJ187-CTBgr,5.80633253813394,-6.36950846007902,2015-01-27,7.2,AuRTL,10.73,"This case had 3 effective injections. A fourth injection (DY) was attempted, but led to no labeled cells due to equipment malfunction.",7.223951549530025,https://www.marmosetbrain.org/goto/CJ187/r12c/11.380206/11.282434/3,2017-09-14,2017-08-28,CTBgr
99,-10.0,2683,14.0,M,,45,CJ78,cj78-dy-r28b,r28b,CJ78,4.630531,17.764082,Active,9.0,Area 3a of cortex (somatosensory),DY injection in area 3a crossing into caudal M1 (case 8 in Burman et al. 2014).,L,CJ78-DY,-3.30369281768799,-6.91043758392334,2005-11-10,15.2,A3a,5.5,This animal was part of a study aimed at the connections of the primary motor area (Burman et al. 2014; J Comp Neurol 522:811–843). Thalamic label show in Figure 2 of this paper.,,https://www.marmosetbrain.org/goto/CJ78/r28b/17.764082/4.630531/3,2007-11-29,2007-11-15,DY
100,-10.0,2683,,M,-6.58,264,CJ213,cj213-ctbgr-r33a,r33a,CJ213,3.478431,17.285058,Hidden,8.381,Area 3a of cortex (somatosensory),"The CTBgr injection was contained in area 3a, most likely in the region representing the forelimb musculature.",L,CJ213-CTBgr,-5.70810790194321,-6.0484178353006,2016-12-15,15.765,A3a,4.335,"This animal had 4 injections, including 2 in the ventrolateral prefrontal cortex and 2 in somatomotor cortex",-4.479999999999999,https://www.marmosetbrain.org/goto/CJ213/r33a/17.285058/3.478431/3,2021-05-18,2021-05-03,CTBgr
101,-10.0,2684,,F,-6.76,259,W6HL,w6hl-ctbgr-c46b,c46b,W6HL,5.793547,17.695027,Hidden,8.185,Area 3b of cortex (somatosensory),"The CTBgr injection was placed entirely within the primary somatosensory area (3b), most likely near the the face/ digits representation border.",L,W6HL-CTBgr,-2.93909924823987,-5.9808783614007,2017-07-04,14.257,A3b,6.901,"This animal had a large V1 lesion in the injected hemisphere, created at the age of 6 weeks postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. It received 4 tracer injections in the left (V1 lesion) hemisphere after 20 months from the lesion creation. Images of sections are flipped left-right to facilitate comparison with other cases. 
Other results from this case have been published (Atapour et al. 2021 Brain Struct Funct 226:2763-2775; 2022 Proc Natl Acad Sci U S A. 119(4):e2117137119).",-2.3199999999999967,https://www.marmosetbrain.org/goto/W6HL/c46b/17.695027/5.793547/3,2019-04-18,2019-04-03,CTBgr
102,-10.0,2683,17.0,M,,98,CJ170,cj170-fb-r15d,r15d,CJ170,3.405127,3.620404,Active,7.5,Area 3a of cortex (somatosensory),The FB injection was small and restricted to somatosensory area 3a.,R,CJ170-FB,-6.71804189682007,-5.81455850601196,2014-02-07,16.8,A3a,2.6,This animal had 4 injections of tracers in part of the somatosensory and motor complex of areas. The histology presented here uses the cytochrome oxidase stain.,,https://www.marmosetbrain.org/goto/CJ170/r15d/3.620404/3.405127/3,2016-06-02,2016-05-16,FB
103,-10.0,2684,17.0,M,,100,CJ170,cj170-ctbr-r15d,r15d,CJ170,4.271452,6.336935,Active,7.4,Area 3b of cortex (somatosensory),The CTB-red injection in this case was restricted to the primary somatosensory cortex (area 3b) in the forelimb representation.,R,CJ170-CTBr,-3.39171481132507,-5.84375858306885,2014-02-07,15.2,A3b,5.9,This animal had 4 injections of tracers in part of the somatosensory and motor complex of areas. The histology presented here uses the cytochrome oxidase stain.,,https://www.marmosetbrain.org/goto/CJ170/r15d/6.336935/4.271452/3,2016-06-02,2016-05-16,CTBr
104,-10.0,2682,18.0,M,,113,CJ173,cj173-fb-r18a,r18a,CJ173,4.886788,7.702094,Active,6.5,Areas 1 and 2 of cortex,"The FB injection was large, and included parts of two subdivisions of somatosensory cortex (areas 3b and 1/2).",R,CJ173-FB,-3.45364832878113,-5.27766275405884,2014-05-31,15.8,A1/2,5.5,"This animal had 4 effective injections in areas involved in somatic sensation and motor control. The histological sections presented are stained for cytochrome oxidase. 
There was loss of tissue in the ventral temporal cortex due to an accident during sectioning. The sections illustrated show ""padding"" of this part of the brain (digital manipulation), which was necessary to enable registration to template. Users are advised to ignore the histology in this part of the brain. ",,https://www.marmosetbrain.org/goto/CJ173/r18a/7.702094/4.886788/3,2016-06-17,2016-05-30,FB
105,-10.0,2682,,M,-3.6400000000000006,327,CJ209,cj209-fb-c43b,c43b,CJ209,2.692015,13.879328,Hidden,5.631,Areas 1 and 2 of cortex,"The FB injection was centred in somatosensory area 1/2, but crossed the cytoarchitectural border with the rostral part of PE. This resulted in a pattern of label that included most somatosensory and motor areas. All cortical layers were included.",L,CJ209-FB,-7.73140443453884,-3.14314861072289,2015-10-16,16.834,A1/2,2.65,This animal had 4 effective injections. The CTB green injection invaded the white matter and possibly one of the small islands near the caudal end of the caudate nucleus.,-6.639999999999999,https://www.marmosetbrain.org/goto/CJ209/c43b/13.879328/2.692015/3,2020-10-27,2020-10-13,FB
106,-9.5,2700,11.0,M,,127,CJ180,cj180-fb-r13b,r13b,CJ180,10.453084,10.562758,Active,9.3,"Auditory cortex, rostrotemporal","The FB injection was large, and included multiple areas of the anterior auditory cortex. It was centred in area RT, and included parts of RTL, RTM and AL",R,CJ180-FB,6.61065006256104,-6.70936059951782,2014-01-29,8.15,AuRT,10.5,This animal had 4 tracer injections in the temporal lobe.,,https://www.marmosetbrain.org/goto/CJ180/r13b/10.562758/10.453084/3,2016-10-28,2016-10-17,FB
107,-9.5,2700,14.0,M,,91,CJ122,cj122-dy-r28b,r28b,CJ122,11.222008,22.693085,Active,9.0,"Auditory cortex, rostrotemporal","DY injection centred in the rostrotemporal auditory area (AuRT), but with significant involvement of the anterolateral belt area (AuAL).",R,CJ122-DY,6.41017246246338,-6.27025604248047,2008-07-23,8.5,AuRT,10.9,This animal had 4 injections in temporal cortex.,,https://www.marmosetbrain.org/goto/CJ122/r28b/22.693085/11.222008/3,2011-06-15,2011-06-01,DY
108,-9.0,2674,17.0,M,,130,CJ114,cj114-fr-r25a,r25a,CJ114,5.655435,16.373246,Active,10.5,"Area 4 of cortex, parts a and b (primary motor)","The FR injection was assessed as being in the forelimb representation of the primary motor cortex (cytoarchitectural area 4ab). A computerised reconstruction with expert delineation of areal bounraries was published as case 6 in the paper by Burman et al. (J Comp Neurol 522:811–843, 2014).",R,CJ114-FR,-5.55932426452637,-8.68641471862793,2007-07-05,15.5,A4ab,3.3,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ114/r25a/16.373246/5.655435/3,2010-11-05,2010-10-19,FR
109,-9.0,2674,,M,-8.98,263,CJ213,cj213-fb-r28a,r28a,CJ213,4.641683,18.272052,Hidden,10.2,"Area 4 of cortex, parts a and b (primary motor)","The FB injection was centred in the primary motor cortex (cytoarchitectural field 4ab), but crossed into area 3a. The injection most likely closed from the representation of the hands to that of the head musculature.",L,CJ213-FB,-3.59289339966944,-7.88398709068294,2016-12-15,14.56,A4ab,5.996,"This animal had 4 injections, including 2 in the ventrolateral prefrontal cortex and 2 in somatomotor cortex",-2.4399999999999995,https://www.marmosetbrain.org/goto/CJ213/r28a/18.272052/4.641683/3,2021-05-18,2021-05-03,FB
110,-9.0,2674,14.0,M,,43,CJ78,cj78-fe-r26b,r26b,CJ78,5.731058,17.206604,Active,9.8,"Area 4 of cortex, parts a and b (primary motor)",FE injection in the intermediate part of M1 (putative forelimb representation; case 7 in Burman et al. 2014). CARET reconstruction illustrated in Figure 11 of the paper.,L,CJ78-FE,-4.35496044158936,-7.66539764404297,2005-11-10,15.8,A4ab,4.7,This animal was part of a study aimed at the connections of the primary motor area (Burman et al. 2014; J Comp Neurol 522:811–843). Thalamic label show in Figure 2 of this paper.,,https://www.marmosetbrain.org/goto/CJ78/r26b/17.206604/5.731058/3,2007-11-29,2007-11-15,FE
111,-9.0,2674,18.0,M,,116,CJ173,cj173-dy-r14c,r14c,CJ173,3.669079,3.589707,Active,9.5,"Area 4 of cortex, parts a and b (primary motor)",The DY injection was small and restricted to the supra granular layers of primary motor cortex (cytoarchitectural area 4a/b).,R,CJ173-DY,-7.16850805282593,-6.93982458114624,2014-05-31,17.75,A4ab,2.6,"This animal had 4 effective injections in areas involved in somatic sensation and motor control. The histological sections presented are stained for cytochrome oxidase. 
There was loss of tissue in the ventral temporal cortex due to an accident during sectioning. The sections illustrated show ""padding"" of this part of the brain (digital manipulation), which was necessary to enable registration to template. Users are advised to ignore the histology in this part of the brain. ",,https://www.marmosetbrain.org/goto/CJ173/r14c/3.589707/3.669079/3,2016-06-17,2016-05-30,DY
112,-9.0,2674,17.0,M,,33,CJ113,cj113-fr-r26a,r26a,CJ113,4.866807,15.415339,Active,9.4,"Area 4 of cortex, parts a and b (primary motor)",FR injection in the medial part of area 4 (primary motor). CARET reconstruction illustrated in Figure 10A of Burman et al. 2014 (J Comp Neurol 522:811–843).,L,CJ113-FR,-7.97471952438354,-7.50861406326294,2007-06-26,16.9,A4ab,1.2,This animal had 2 injections (FR and FE) in somatosensory/ motor cortex.,,https://www.marmosetbrain.org/goto/CJ113/r26a/15.415339/4.866807/3,2010-09-10,2010-08-24,FR
113,-9.0,2674,14.0,M,,44,CJ78,cj78-fb-r28b,r28b,CJ78,3.238835,14.679852,Active,8.8,"Area 4 of cortex, parts a and b (primary motor)",FB injection in caudal medial M1 (case 4 in Burman et al. 2014). CARET reconstruction illustrated in Figure 8 of the paper.,L,CJ78-FB,-6.50571584701538,-6.54851102828979,2005-11-10,17.2,A4ab,2.8,This animal was part of a study aimed at the connections of the primary motor area (Burman et al. 2014; J Comp Neurol 522:811–843). Thalamic label show in Figure 2 of this paper.,,https://www.marmosetbrain.org/goto/CJ78/r28b/14.679852/3.238835/3,2007-11-29,2007-11-15,FB
114,-7.5,2741,16.0,F,,79,CJ167,cj167-dy-r15d,r15d,CJ167,2.836699,2.459146,Active,7.5,Area 23c of cortex,"The DY injection was an elongated deposit of tracer along the midline, centred in area 23c, but invading the medial end of area 3a, and the most rostral part of area 23b.",R,CJ167-DY,-8.94288921356201,-6.17202711105347,2014-02-05,16.75,A23c,0.6,"This animal had 4 effective injections in the motor/ premotor complex of areas, all including the midline. Histology was done using a neuron-specific (NeuN) staining instead of Nissl. The results were rather pleasing.",,https://www.marmosetbrain.org/goto/CJ167/r15d/2.459146/2.836699/3,2016-05-11,2016-04-26,DY
115,-7.5,2693,14.0,M,,89,CJ122,cj122-fr-r33a,r33a,CJ122,11.121442,22.565895,Active,7.1,"Auditory cortex, caudal parabelt area","FR injection largely restricted to the caudal parabelt area (AuCPB), with possible minor involvement of anterolateral belt.",R,CJ122-FR,6.50822591781616,-4.89998435974121,2008-07-23,7.8,AuCPB,10.7,This animal had 4 injections in temporal cortex.,,https://www.marmosetbrain.org/goto/CJ122/r33a/22.565895/11.121442/3,2011-06-15,2011-06-01,FR
116,-7.5,2716,14.0,M,,88,CJ122,cj122-fb-r37b,r37b,CJ122,11.167593,22.330317,Active,5.6,Temporo-parieto-occipital association area (superior temporal polysensory cortex),"A large FB injection created by insertion of a crystal involved primarily polysensory temporal association areas (TPO, PGa/ IPa), with the centre being located in area TPO (superior temporal polysensory area). The rostral limit of the injection may have invaded the caudal part of the auditory parabelt.",R,CJ122-FB,5.65029287338257,-3.54174065589905,2008-07-23,8.5,TPO(STP),10.7,This animal had 4 injections in temporal cortex.,,https://www.marmosetbrain.org/goto/CJ122/r37b/22.330317/11.167593/3,2011-06-15,2011-06-01,FB
117,-7.5,2716,14.0,M,,90,CJ122,cj122-fe-r38b,r38b,CJ122,9.731634,22.596129,Active,5.0,Temporo-parieto-occipital association area (superior temporal polysensory cortex),"The FE injection was centred in the caudal most part of area TPO, but is likely to have involved the border with visual areas MST and FST (note presence of label in the peripheral representations of extra striate areas e.g. V2, V3, V4).",R,CJ122-FE,4.60045433044434,-3.50702571868896,2008-07-23,9.5,TPO(STP),10.8,This animal had 4 injections in temporal cortex.,,https://www.marmosetbrain.org/goto/CJ122/r38b/22.596129/9.731634/3,2011-06-15,2011-06-01,FE
118,-7.0,2685,22.0,M,,169,CJ802,cj802-ctbr-r16c,r16c,CJ802,7.358372,10.661102,Active,7.0,"Secondary somatosensory cortex, external part",The CTB-red injection was restricted to the supragranular layers of the external segment of somatosensory area S2 (S2E),R,CJ802-CTBr,0.178822010755539,-6.48337268829346,2013-09-09,12.85,S2E,8.6,"This animal had 4 effective injections. There was some loss of ventral temporal lobe tissue due to an accident during histological processing, which is apparent between sections r11b and r21b. However, analysis of the detached segment of cortex showed few if any labeled neurones are likely to have been missed in the analysis of connections.",,https://www.marmosetbrain.org/goto/CJ802/r16c/10.661102/7.358372/3,2017-05-24,2017-05-02,CTBr
119,-7.0,2685,17.0,M,,99,CJ170,cj170-ctbgr-r17a,r17a,CJ170,6.313959,8.53331,Active,6.0,"Secondary somatosensory cortex, external part","The CTB-green injection was centred in the second somatosensory area (S2), bit appears to have extended to adjacent posterior parietal area PF",R,CJ170-CTBgr,-0.466068267822266,-5.1032977104187,2014-02-07,13.1,S2E,7.7,This animal had 4 injections of tracers in part of the somatosensory and motor complex of areas. The histology presented here uses the cytochrome oxidase stain.,,https://www.marmosetbrain.org/goto/CJ170/r17a/8.53331/6.313959/3,2016-06-02,2016-05-16,CTBgr
120,-6.5,2689,,F,-4.84,258,W6HL,w6hl-ctbr-c42b,c42b,W6HL,9.441557,20.869923,Hidden,6.816,"Auditory cortex, primary area",The CTBr injection was contained in the lateral part of the primary auditory area (A1),L,W6HL-CTBr,2.72665543828053,-3.69277304253803,2017-07-04,10.6,AuA1,10.085,"This animal had a large V1 lesion in the injected hemisphere, created at the age of 6 weeks postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. It received 4 tracer injections in the left (V1 lesion) hemisphere after 20 months from the lesion creation. Images of sections are flipped left-right to facilitate comparison with other cases. 
Other results from this case have been published (Atapour et al. 2021 Brain Struct Funct 226:2763-2775; 2022 Proc Natl Acad Sci U S A. 119(4):e2117137119).",4.400000000000002,https://www.marmosetbrain.org/goto/W6HL/c42b/20.869923/9.441557/3,2019-04-18,2019-04-03,CTBr
121,-6.5,2689,17.0,F,-4.9381285095214835,206,CJ187,cj187-ctbr-r16d,r16d,CJ187,7.386464,9.985286,Hidden,6.8,"Auditory cortex, primary area","The CTBred injection was in the lateral part of the primary auditory area (A1). It likely involved all cortical layers. Although most labeled neurones were located in other auditory areas, this case also showed a complex pattern of label, including connections with the cingulate, parahippocampal and frontal regions. In this respect, its results contrast with those revealed by a smaller injection (case CJ75-FR). There was no evidence of involvement of white matter, and the only possible invasion of adjacent areas would be the lateral belt, near layers 5/6 (section r17b).
",L,CJ187-CTBr,1.60107014459368,-3.58717309647837,2015-01-27,12.0,AuA1,9.5,"This case had 3 effective injections. A fourth injection (DY) was attempted, but led to no labeled cells due to equipment malfunction.",3.5869386577606264,https://www.marmosetbrain.org/goto/CJ187/r16d/9.985286/7.386464/3,2017-09-14,2017-08-28,CTBr
